# vol2bird Vertical Profile of Birds (VPB)
# source: RAD:KBGM,PLC:BINGHAMTON,state:NY,radar_name:KBGM
# ODIM HDF5 input: ./KBGM/2016/09/02/KBGM20160902_001626_V06
# Date   Time Heig    U      V       W   Speed Direc StdDev Gap dBZ     eta DensBird dBZAll   n   ndBZ  nAll nAlldBZ
20160902 0133 3600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0133 3800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0133 4000    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0133 4200    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0133 4400    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0133 4600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0133 4800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
# vol2bird Vertical Profile of Birds (VPB)
# source: RAD:KBGM,PLC:BINGHAMTON,state:NY,radar_name:KBGM
# ODIM HDF5 input: ./KBGM/2016/09/02/KBGM20160902_014255_V06
# Date   Time Heig    U      V       W   Speed Direc StdDev Gap dBZ     eta DensBird dBZAll   n   ndBZ  nAll nAlldBZ
20160902 0142    0    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142  200    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142  400  -3.21 -13.73  -28.68 14.10 193.1   2.97 F  19.12 1766.3 160.57  19.10  8259  8336 21950 22342
20160902 0142  600  -3.61 -14.25  -69.89 14.70 194.2   2.74 F  19.68 2009.0 182.64  19.91 42520 42886 58050 58550
20160902 0142  800  -4.92 -14.83  -30.48 15.63 198.3   2.60 F  19.56 1955.0 177.73  19.46 32944 33291 40016 40577
20160902 0142 1000  -5.64 -14.87  -24.31 15.90 200.8   2.60 F  18.08 1389.8 126.35  18.04 33064 33373 35132 35487
20160902 0142 1200  -6.51 -15.01  -17.88 16.36 203.4   2.83 F  15.34  739.2  67.20  15.34 20017 20383 20352 20726
20160902 0142 1400  -6.56 -14.93  -13.45 16.31 203.7   3.13 F  12.07  347.8  31.62  12.01 18738 19116 19196 19602
20160902 0142 1600  -5.52 -14.76   -4.69 15.76 200.5   3.71 F   7.94  134.6  12.24   7.69  7013  7347  7623  7991
20160902 0142 1800  -4.66 -12.58    4.74 13.42 200.3   3.92 F   3.47   48.0   4.37   3.24  6756  7073  7499  7890
20160902 0142 2000  -3.76 -10.65   12.14 11.29 199.4   3.54 F  -0.24   20.4   1.86  -1.15  2946  3086  4294  4469
20160902 0142 2200    nan    nan     nan   nan   nan   3.19 T  -2.17   13.1   0.00  -3.57  1265  1265  3304  3462
20160902 0142 2400    nan    nan     nan   nan   nan   2.92 T  -4.79    7.2   0.00  -6.02   113   113   662   688
20160902 0142 2600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 2800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 3000    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 3200    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 3400    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 3600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 3800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 4000    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 4200    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 4400    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 4600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0142 4800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
# vol2bird Vertical Profile of Birds (VPB)
# source: RAD:KBGM,PLC:BINGHAMTON,state:NY,radar_name:KBGM
# ODIM HDF5 input: ./KBGM/2016/09/02/KBGM20160902_015231_V06
# Date   Time Heig    U      V       W   Speed Direc StdDev Gap dBZ     eta DensBird dBZAll   n   ndBZ  nAll nAlldBZ
20160902 0152    0    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152  200    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152  400  -3.71 -13.21  -51.95 13.72 195.7   2.95 F  19.66 1999.6 181.78  19.37  8849  8943 21898 22362
20160902 0152  600  -3.76 -14.11  -74.99 14.60 194.9   2.72 F  19.67 2002.2 182.02  20.03 37934 38332 57818 58394
20160902 0152  800  -4.93 -14.81  -27.35 15.61 198.4   2.65 F  19.45 1903.8 173.08  19.21 31993 32353 40091 40583
20160902 0152 1000  -5.80 -14.61  -22.48 15.71 201.7   2.70 F  17.90 1333.2 121.20  17.88 34196 34584 35229 35628
20160902 0152 1200  -6.61 -14.38  -19.10 15.82 204.7   2.99 F  14.88  665.4  60.49  14.88 20231 20615 20298 20683
20160902 0152 1400  -6.60 -14.81  -10.83 16.21 204.0   3.26 F  11.71  320.2  29.11  11.70 18505 18987 19052 19548
20160902 0152 1600  -5.10 -14.77   -0.68 15.62 199.1   3.80 F   7.51  121.8  11.07   7.37  7199  7541  7547  7915
20160902 0152 1800  -3.43 -12.11   11.12 12.58 195.8   3.88 F   2.75   40.7   3.70   2.58  6827  7328  7375  7915
20160902 0152 2000  -3.46 -10.50    8.07 11.05 198.3   3.47 F  -0.71   18.4   1.67  -1.49  2675  2811  4283  4482
20160902 0152 2200  -3.40 -10.06   -4.59 10.62 198.7   2.95 F  -3.39    9.9   0.90  -3.60  1268  1303  3318  3430
20160902 0152 2400    nan    nan     nan   nan   nan   2.84 T  -3.54    9.6   0.00  -5.31   196   196   674   692
20160902 0152 2600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 2800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 3000    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 3200    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 3400    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 3600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 3800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 4000    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 4200    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 4400    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 4600    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
20160902 0152 4800    nan    nan     nan   nan   nan    nan T    nan    nan    nan    nan     0     0     0     0
